Predicate,avgObjBind,avgSubjBind
"<http://dbpedia.org/property/ncaatourneys>",1.1370262390670554,3.0952380952380953
"<http://dbpedia.org/property/kills>",1.0,1.0
"<http://dbpedia.org/property/cupCarTeam>",1.0333333333333334,1.2653061224489797
"<http://dbpedia.org/property/graphicnovel>",1.0,10.0
"<http://dbpedia.org/property/rphrases>",0.0,0.0
"<http://dbpedia.org/property/omagesize>",1.0,3.0
"<http://dbpedia.org/property/shortSummary>",16.584615384615386,1.0169811320754718
"<http://dbpedia.org/property/mapaLoc>",1.5,1.0
"<http://dbpedia.org/property/res.Manager>",0.0,0.0
"<http://dbpedia.org/property/languageSadasdassa>",0.0,0.0
"<http://dbpedia.org/property/koreanName>",1.2,1.0
"<http://dbpedia.org/property/averageAnnualRainfall>",1.0,1.0
"<http://dbpedia.org/property/bomb>",1.0,1.0
"<http://dbpedia.org/property/uipa>",0.0,0.0
"<http://dbpedia.org/property/plantBadge>",1.0196078431372548,1.118279569892473
"<http://dbpedia.org/property/averageVisitors>",0.0,0.0
"<http://dbpedia.org/property/rankDate>",1.0,1.84
"<http://www.openlinksw.com/schemas/virtrdf#qmfLongOfShortTmpl>",0.0,0.0
"<http://dbpedia.org/property/ambassadorToTheUnitedNations>",1.0,1.0
"<http://dbpedia.org/property/disambiguation>",1.0,1.0
"<http://dbpedia.org/property/suPresident>",0.0,0.0
"<http://dbpedia.org/property/dialect>",1.1951219512195121,2.130434782608696
"<http://dbpedia.org/property/imagem>",1.0,1.0
"<http://ejemplo.org/libros>",0.0,0.0
"<http://dbpedia.org/property/'''cinematographer'''_>",0.0,0.0
"(<file:///Users/ansk/dev/thesis/>|!<file:///Users/ansk/dev/thesis/>)*",-1.0,-1.0
"<http://dbpedia.org/property/gaelicNames>",1.0,1.0104166666666667
"<http://dbpedia.org/property/imagereverse>",19.0,1.0
"<http://dbpedia.org/property/turkishName>",1.0,1.0
"<http://dbpedia.org/property/developmentManager>",1.0,1.0
"<http://dbpedia.org/property/elevationMMax>",1.0,1.4
"<http://dbpedia.org/property/park>",1.5070422535211268,2.3777777777777778
"<http://dbpedia.org/property/busStand>",1.0,1.0
"<https://en.wikipedia.org/wiki/Main_PagebirthPlace>",0.0,0.0
"<http://dbpedia.org/property/headOfSchoolOfCancerAndEnablingSciences>",0.0,0.0
"<http://dbpedia.org/property/bench1Sf>",1.0275590551181102,1.0275590551181102
"<http://dbpedia.org/property/withdrawndate>",1.0296208530805686,3.0278745644599305
"<http://dbpedia.org/property/danger>",1.0,1.55
"<http://data.linkedmdb.org/resource/movie/film_story_contributor_film_story_contributorid>",0.0,0.0
"<http://dbpedia.org/property/tvAct>",1.0,1.0
"<http://dbpedia.org/property/dance>",11.85,1.089655172413793
"<http://dbpedia.org/property/locmapLabelPosition>",1.0,2.3333333333333335
"<http://dbpedia.org/property/lysine>",1.0,1.0666666666666667
"<http://dbpedia.org/property/bar3From>",1.0,1.25
"<http://dbpedia.org/property/elmstead>",1.0,16.0
"<http://purl.org/vocab/relationship/collaboratesWith>",0.0,0.0
"<http://www.wizipisi.pl/geodata#hasParcel>",0.0,0.0
"<http://dbpedia.org/property/inspiredBy>",1.35,1.2857142857142858
"<http://bio2rdf.org/goa_vocabulary:go_term>",0.0,0.0
"<http://dbpedia.org/property/leghisturl>",1.0,1.0388059701492538
"<http://dbpedia.org/property/totalPopulationOfTehsil>",0.0,0.0
"<http://dbpedia.org/property/craetor>",0.0,0.0
"<http://dbpedia.org/property/designation5Offname>",1.0,1.0
"<http://dbpedia.org/property/dedicationDate>",1.0,1.0
"<http://dbpedia.org/property/governmentTownManager>",1.0,1.0
"<http://dbpedia.org/property/chakkuMukku>",1.0,1.0
"<http://dbpedia.org/property/noLatDirection>",0.0,0.0
"<http://dbpedia.org/property/averageFlowRate>",1.0,1.0
"<http://dbpedia.org/property/nextSouth>",1.141304347826087,1.3548387096774193
"<http://dbpedia.org/property/museumManager>",0.0,0.0
"<http://dbpedia.org/property/courtseal>",1.0,2.0952380952380953
"<http://dbpedia.org/property/pressClub>",1.0,1.0
"<http://bio2rdf.org/bio2rdf_vocabulary:uri>",0.0,0.0
"<http://dbpedia.org/property/imagesizeAfdsf>",0.0,0.0
"<http://scubadive.networld.to/dive.rdf#diver>",0.0,0.0
"<http://dbpedia.org/property/warhead>",1.0,1.0
"<http://dbpedia.org/property/overlay5top>",1.0666666666666667,1.0666666666666667
"<http://dbpedia.org/property/actorName>",1.0,1.0
"<http://dbpedia.org/property/championManager>",1.0,2.2905982905982905
"<http://dbpedia.org/property/ringNames>",2.0,1.0
"<http://dbpedia.org/property/marketServed>",0.0,0.0
"<http://dbpedia.org/property/originalSoundEngineer>",0.0,0.0
"<http://dbpedia.org/property/dmvStart>",1.6,1.1428571428571428
"<http://www.w3.org/2000/01/rdf-schema#subdomain>",0.0,0.0
"<http://dbpedia.org/property/imageAdditionalCover>",1.0,1.0
"<http://dbpedia.org/property/season12PenaltyMinutes>",1.0,1.8125
"<http://dbpedia.org/property/iaff>",1.0,1.0381679389312977
"<http://dbpedia.org/property/lowerSpanIn>",1.0,3.5454545454545454
"<http://dbpedia.org/property/metroDensityKm>",0.0,0.0
"<http://dbpedia.org/property/singleCreator>",1.0,9.5
"<http://www.w3.org/1999/02/22-rdf-syntax-ns#property>",0.0,0.0
"<http://dbpedia.org/property/englishNames>",1.0,1.0
"<http://dbpedia.org/property/luminosityBolometric>",1.1714285714285715,1.0789473684210527
"<http://dbpedia.org/property/typeOfCity>",1.0,1.0
"<http://nonsensical.com/1/1446441929787>",0.0,0.0
"<http://dbpedia.org/property/timesHeld>",1.0437956204379562,2.6
"<http://dbpedia.org/property/mapCaaption>",1.0,1.0
"<http://dbpedia.org/property/&lt;!SeeWikipediaWikiprojectAlbums&gt;Name>",0.0,0.0
"<http://dbpedia.org/property/chapterName>",158.14285714285714,1.9697508896797153
"<http://dbpedia.org/property/jpname>",1.0,1.0
"<http://dbpedia.org/property/founder(s)_>",1.2407407407407407,1.098360655737705
"<http://dbpedia.org/property/executiveConsultant>",0.0,0.0
"<http://dbpedia.org/property/Fiction>",0.0,0.0
"<http://dbpedia.org/property/hardpointRockets>",1.032258064516129,1.5238095238095237
"<http://dbpedia.org/ontology/bandMembers>",0.0,0.0
"<http://dbpedia.org/property/senatePresidentTerm>",2.5,1.0
"<http://dbpedia.org/property/imageMapPosition>",0.0,0.0
"<http://dbpedia.org/property/leaderImage>",0.0,0.0
"<http://dbpedia.org/property/universityArchivist>",0.0,0.0
"<http://dbpedia.org/property/mayorFunction>",0.0,0.0
"<http://dbpedia.org/property/cupStage>",1.0,1.0
"<http://dbpedia.org/property/youthMp>",1.0,1.0
"<http://dbpedia.org/property/twin8Country>",1.0,1.0
"<http://dbpedia.org/property/simplifiedName>",0.0,0.0
"<http://dbpedia.org/property/almaMata>",2.0,1.0
"<http://dbpedia.org/property/legalName>",1.0,1.0
"<http://dbpedia.org/property/fighter>",2.007905138339921,1.9613899613899615
"<http://dbpedia.org/property/season16Goals>",1.0,1.4285714285714286
"<http://dbpedia.org/property/bgcolorSection>",1.0042194092827004,3.3055555555555554
"<http://www.aktors.org/ontology/portal#has-title>",0.0,0.0
"<http://dbpedia.org/property/pastMembersRayGunn19811983Recorded10OfMyOriginalsPlusOurVersionOfDancingInTheStreetsUnfortunatelyThisNeverGotPastTheRoughMixStageAsTheSameWithMyEffortsInTheNewOrder>",0.0,0.0
"<http://dbpedia.org/property/wr2Schoolname>",1.0,2.45
"<http://dbpedia.org/property/algarveCupFirst>",1.0,3.0
"<http://dbpedia.org/property/nicnkname>",0.0,0.0
"<http://dbpedia.org/property/meansOfMartyrdom>",1.0,1.2105263157894737
"<http://dbpedia.org/property/fullforward>",1.8101265822784811,1.716
"<http://dbpedia.org/property/novel>",1.0,1.3043478260869565
"<http://dbpedia.org/property/trackLengthFt>",0.0,0.0
"<http://fr.dbpedia.org/property/formation>",0.0,0.0
"<http://dbpedia.org/property/methods>",1.390018484288355,1.6527472527472526
"<http://dbpedia.org/property/3PatternS>",1.0,4.086206896551724
"<http://dbpedia.org/property/otherLanguageName>",0.0,0.0
"<http://dbpedia.org/property/stage3afuel>",1.0,1.0
"<http://dbpedia.org/property/tenders>",1.0,5.416666666666667
"<http://dbpedia.org/property/febSensationHighC>",0.0,0.0
"<http://dbpedia.org/property/qsN>",1.0,1.3571428571428572
"<http://dbpedia.org/property/maxSpeedKm/h>",1.0,1.0
"<http://dbpedia.org/property/nicknname>",1.0,1.0
"<http://dbpedia.org/property/segpres>",3.5,1.0
"<http://dbpedia.org/property/imageCoatCaption>",1.0,1.0
"<http://dbpedia.org/property/thrust1Alt>",1.0,1.0
"<http://dbpedia.org/ontology/birthPlace>/<http://dbpedia.org/property/country>",1.1017,347.1510574018127
"<http://dbpedia.org/property/filmwebNr>",0.0,0.0
"<http://dbpedia.org/property/sitename>",1.0,2.4545454545454546
"<http://dbpedia.org/property/feesLabel>",1.0,1.0
"<http://dbpedia.org/property/programdevelopmentmanager>",0.0,0.0
"<http://www.w3.org/1999/02/22-rdf-syntax-ns#Category>",0.0,0.0
"<http://dbpedia.org/resource/museum>",0.0,0.0
"<http://dbpedia.org/property/internalFuelLoadAlt>",1.0,1.0
"<http://dbpedia.org/property/registeredName>",1.0,1.0
"<http://dbpedia.org/property/highestLatS>",1.0,4.123595505617978
"<http://dbpedia.org/property/dateLaidBeforeParliament>",0.0,0.0
"<http://dbpedia.org/property/staffRatio>",0.0,0.0
"<http://dbpedia.org/property/represImage>",1.0,1.0
"<http://www.w3.org/2004/02/skos/core#memberList>",0.0,0.0
"<http://dbpedia.org/property/flights>",1.0,1.3
"<http://dbpedia.org/property/campuses>",1.467741935483871,1.3093525179856116
"<http://webprotege.stanford.edu/project/8BeLbpkpnroTKhbz6aW594>",0.0,0.0
"<http://dbpedia.org/property/$headName>",0.0,0.0
"<http://dbpedia.org/property/areaGain>",1.0,2.0
"<http://dbpedia.org/property/breakout>",1.2962962962962963,1.0294117647058822
"<http://dbpedia.org/property/hm8Stat>",1.0105263157894737,48.0
"<http://dbpedia.org/property/championName>",1.0,1.0
"<http://dbpedia.org/property/listOfMayors>",1.0,1.0294117647058822
"<http://dbpedia.org/property/literacyRateMale>",1.0,1.0
"<http://dbpedia.org/property/maxSpeedAtSeaLevelMain>",1.0,1.0
"<http://dbpedia.org/property/pinyinChineseName>",0.0,0.0
"<http://dbpedia.org/property/rd2Name>",1.173913043478261,3.0
"<http://dbpedia.org/property/headCounsellingPrefect>",1.0,1.0
"<http://dbpedia.org/property/overlay2top>",1.05,1.105263157894737
"<http://dbpedia.org/property/cinematoglaphy>",0.0,0.0
"<http://pt.dbpedia.org:8890/ontology/PopulatedPlace>",0.0,0.0
"<http://dbpedia.org/property/overlay9left>",1.0,1.0
"<http://dbpedia.org/property/notableMentors>",0.0,0.0
"<http://dbpedia.org/resource/Johan_Christian_Fabricius>",0.0,0.0
"<http://dbpedia.org/property/bar8Right>",1.0,1.25
"<http://www.w3.org/2000/01/rdf-schema#parentOf>",0.0,0.0
"<http://dbpedia.org/property/spanishTranslation>",1.0,1.0
"<http://dbpedia.org/property/colourname>",0.0,0.0
"<http://dbpedia.org/property/rangeMapLocation>",0.0,0.0
"<http://fr.dbpedia.org/property/lieuDeNaissance>",0.0,0.0
"<http://dbpedia.org/property/uniName>",2.0,1.0
"<http://dbpedia.org/property/imagemap>",1.0392156862745099,1.358974358974359
"<http://dbpedia.org/property/overlay8left>",1.0,1.125
"<http://dbpedia.org/property/asMannager>",0.0,0.0
"<http://dbpedia.org/property/plantLatM>",1.0,2.7
"<http://dbpedia.org/property/headOfficeLocation>",1.0,1.0
"<http://www.daml.org/2003/01/periodictable/PeriodicTable#atomicWeight>",0.0,0.0
"<http://dbpedia.org/property/nicknameSubunit>",1.3333333333333333,1.3333333333333333
"<http://data.linkedmdb.org/resource/movie/film_casting_director_freebase_url>",0.0,0.0
"<http://dbpedia.org/ontology/FIFA_World_Rankings>",0.0,0.0
"<http://dbpedia.org/property/olymicteammanager>",1.0,1.0
"<http://dbpedia.org/property/dateFin>",2.0,1.0
"<http://www.w3.org/2002/07/owl#chairman>",0.0,0.0
"<http://dbpedia.org/property/chief12Name>",0.0,0.0
"<http://dbpedia.org/property/20112012catalog>",1.0,1.0
"<http://dbpedia.org/property/librlaryName>",1.0,1.0
"<http://dbpedia.org/property/yearsRacing>",0.0,0.0
"<http://dbpedia.org/property/propellerOrRotor>",1.0,9.0
"<http://dbpedia.org/property/nzkcstd>",1.0432432432432432,1.0157894736842106
"<http://dbpedia.org/property/manufacturedBy>",1.4545454545454546,2.2857142857142856
"<http://dbpedia.org/property/postalCodeInfo>",1.0,1.0
"<http://www.w3.org/1999/02/22-rdf-syntax-ns#type:a>",0.0,0.0
"<http://dbpedia.org/property/patwari>",0.0,0.0
"<http://dbpedia.org/property/reverse2DesignDate>",1.0,1.1875
"<http://dbpedia.org/class/yago/created>",0.0,0.0
"<http://www.w3.org/1999/02/22-rdf-syntax-ns#typeontology>",0.0,0.0
"<http://dbpedia.org/property/pin5Name>",1.0,1.0909090909090908
"<http://dbpedia.org/property/paramilitary>",7.0,1.1018518518518519
"<http://dbpedia.org/property/russianname>",1.0,1.0
"<http://dbpedia.org/property/areaTotalMile>",1.0,1.0
"<http://www.w3.org/2000/06/rdf-schema#label>",0.0,0.0
"<http://dbpedia.org/property/schoolAges>",1.0,1.0
"<http://www.w3.org/2002/07/owl#city>",0.0,0.0
"<http://dbpedia.org/property/dependencyLiability>",1.2608695652173914,2.230769230769231
"<http://dbpedia.org/property/municipalityPresident>",1.0,1.0
"<http://dbpedia.org/property/firstRally>",0.0,0.0
"<http://dbpedia.org/property/isMulti>",1.0,295.0
"<http://dbpedia.org/property/logoalt>",1.0017035775127767,1.383529411764706
"<http://dbpedia.org/property/japvoice>",1.1111111111111112,1.0
"<http://dbpedia.org/property/british>",1.013157894736842,9.625
"<http://dbpedia.org/website>",0.0,0.0
"<http://dbpedia.org/ontology/Volcano/type>",0.0,0.0
"<http://dbpedia.org/property/super14update>",1.0,3.339712918660287
"<http://dbpedia.org/property/overlay28top>",1.0,1.0
"<http://dbpedia.org/property/coastGuard>",1.0,2.0
"<http://dbpedia.org/property/lat85ns>",0.0,0.0
"<http://dbpedia.org/property/webcite>",1.0,2.5714285714285716
"<http://dbpedia.org/property/nativeLang4Name>",1.0,1.0
"<http://dbpedia.org/property/squadronNickname>",0.0,0.0
"<http://dbpedia.org/property/eng1Ehp>",1.0,1.0
"<http://dbpedia.org/property/originallyEstablished>",1.0,1.0
"<http://dbpedia.org/property/originalArchitects>",0.0,0.0
"<http://dbpedia.org/property/consultant>",1.0,1.25
"<http://dbpedia.org/property/areaSqft>",0.0,0.0
"<http://dbpedia.org/property/fit>",1.0277777777777777,1.0
"<http://dbpedia.org/property/pinoutCol1Name>",1.0,1.25
"<http://dbpedia.org/property/metroAreaKm>",1.0,1.0
"<http://www.w3.org/2000/01/rdf-schema#School>",0.0,0.0
"<http://dbpedia.org/property/framesize>",0.0,0.0
"<http://dbpedia.org/property/currentowners>",1.0,1.0
"<http://dbpedia.org/property/deathcause>",1.0,1.1111111111111112
"<http://dbpedia.org/property/researchBudget>",1.0,1.0
"<http://dbpedia.org/property/artisticdirector>",1.072072072072072,1.0084745762711864
"<http://data.linkedmdb.org/resource/movie/film_distributor_freebase_url>",0.0,0.0
"<http://dbpedia.org/property/Gravity>",0.0,0.0
"<http://dbpedia.org/property/websiteForTurists>",1.0,1.0
"<http://dbpedia.org/property/dcVoltage>",1.0615384615384615,1.725
"<http://dbpedia.org/property/intelligenceAgency>",1.0,1.0
"<http://dbpedia.org/property/designatedOther1Offname>",0.0,0.0
"<http://nonsensical.com/2/1446182768565>",0.0,0.0
"<http://dbpedia.org/property:began>",0.0,0.0
"<http://wifo5-04.informatik.uni-mannheim.de/eurostat/resource/eurostat/electricity_consumption_GWH>",0.0,0.0
"<http://dbpedia.org/property/subdivisiontype>",0.0,0.0
"<http://dbpedia.org/property/formerBandName>",1.0,1.0
"<http://dbpedia.org/property/meetingCap>",1.5714285714285714,1.1
"<http://dbpedia.org/property/latestAlbum>",1.0,1.0
"<http://dbpedia.org/property/bar1Right>",1.0,2.6
"<http://dbpedia.org/property/mainClassification>",1.046767537826685,6.186991869918699
"<http://dbpedia.org/property/areaTotalAcre>",0.0,0.0
"<http://dbpedia.org/property/wpname>",1.0,1.0
"<http://dbpedia.org/property/season9PlayoffLooseBalls>",1.0,2.388888888888889
"<http://dbpedia.org/property/season19Year>",1.0,1.3333333333333333
"<http://dbpedia.org/property/kitimage>",1.0,1.1122448979591837
"<http://data.linkedmdb.org/resource/movie/country_continent>",0.0,0.0
"<http://dbpedia.org/property/upperSpanFt>",1.0,1.6666666666666667
"<http://dbpedia.org/property/kabyleName>",0.0,0.0
"<http://dbpedia.org/property/deathManner>",1.0,1.0
"<http://nonsensical.com/1/1445315213366>",0.0,0.0
"<http://dbpedia.org/ontology/Industry>",0.0,0.0
"<http://dbpedia.org/property/brazilWebpage>",0.0,0.0
"<dbpedia-owl:quotation>",0.0,0.0
"<http://dbpedia.org/property/campusPresident>",1.0,1.0
"<http://dbpedia.org/property/imdbProfile>",0.0,0.0
"<http://wifo5-04.informatik.uni-manheim.de/eurostat/resource/eurostat/GDP>",0.0,0.0
"<http://dbpedia.org/property/wheels>",1.0769230769230769,1.4
"<http://dbpedia.org/property/NationalAnthems>",0.0,0.0
"<http://dbpedia.org/property/friends>",2.4,1.0
"<http://dbpedia.org/property/commentary>",5.311111111111111,6.902527075812275
"<http://dbpedia.org/property/candidate9Party>",1.3333333333333333,1.4545454545454546
"<http://dbpedia.org/property/fbFanPage>",1.0,1.0
"<file:///Users/ansk/dev/thesis/#rangeSubclass>",0.0,0.0
"<http://localhost:8080/openrdf-sesame/repositories/iwa-pro/blongsTo>",0.0,0.0
"<http://dbpedia.org/property/headDesm>",1.0,1.0
"<http://dbpedia.org/property/operatorclass>",1.1804995970991137,1.140077821011673
"<http://dbpedia.org/property/otherLanguages>",1.25,1.0
"<http://dbpedia.org/property/ref.contact>",1.0,1.0
"<http://dbpedia.org/property/cinemaography>",0.0,0.0
"<http:/dbpedia.org/ontology/country>",0.0,0.0
"<http://dbpedia.org/property/areafirstyear>",1.0,13.5
"<http://dbpedia.org/property/fundsUnderManagement>",1.0,1.0
"<http://dbpedia.org/property/dateOfDeaath>",0.0,0.0
"<http://data.kdata.kr/property/inhabitant>",0.0,0.0
"<file:///Users/ansk/dev/thesis/http//:dbpedia.org/ontologymusicalArtist>",0.0,0.0
"<http://dbpedia.org/property/cónyuge>",1.0,1.0
"<http://dbpedia.org/property/filmingLocation>",1.0,1.0
"<http://dbpedia.org/property/dateFirstIssued>",1.345679012345679,1.0792079207920793
"<http://dbpedia.org/property/marketShare>",1.1333333333333333,1.0
"<http://transport.data.gov.uk/def/naptan/administrativeArea>",0.0,0.0
"<http://dbpedia.org/property/creationdate>",1.0853658536585367,1.4126984126984128
"<http://dbpedia.org/property/originEw>",0.0,0.0
"<http://dbpedia.org/resource/title>",0.0,0.0
"<http://dbpedia.org/property/ceoRector>",1.0,1.0
"<http://dbpedia.org/property/creatureName>",1.0,1.0
"<http://dbpedia.org/property/billDate>",1.0485436893203883,1.0384615384615385
"<http://www.kisti.re.kr/isrl/ResearchRefOntology#engNameOfAccomplishment>",0.0,0.0
"<http://dbpedia.org/property/ploidy>",1.0,6.0
"<http://dbpedia.org/property/notableEngagements>",1.0,1.0
"<http://dbpedia.org/property/oppositionLeader>",1.3621262458471761,1.6666666666666667
"<http://dbpedia.org/property/gneastWins>",1.0,4.5
"<http://bio2rdf.org/sider_vocabulary:side-effect>",0.0,0.0
"<http://dbpedia.org/property/altsp>",1.0245098039215685,1.0
"<http://dbpedia.org/ontology/PastMembers>",0.0,0.0
"<http://dbpedia.org/property/affiliatedCompany>",1.0,1.0
"<http://dbpedia.org/property/burials>",1.0,1.0
"<http://dbpedia.org/property/currentOfficialRank>",2.8,2.3333333333333335
"<http://dbpedia.org/property/toppedOutDate>",1.0555555555555556,1.1515151515151516
"<http://dbpedia.org/resource/Samsung_Replenish>",0.0,0.0
"<http://dbpedia.org/property/positio>",0.0,0.0
"<http://dbpedia.org/ontology/visitors>",0.0,0.0
"<http://dbpedia.org/property/phonenumber>",1.0,1.0
"<http://purl.org/dc/terms#Subject>",0.0,0.0
"<http://dbpedia.org/property/mainFeederSchools>",1.1428571428571428,1.0
"<http://www.w3.org/ns/prov#wasAssociatedWith>",0.0,0.0
"<http://dbpedia.org/property/typeGenusAuthority>",1.0292504570383911,1.4661458333333333
"<http://dbpedia.org/property/spike>",0.0,0.0
"<http://dbpedia.org/ontologyDrug>",0.0,0.0
"<http://dbpedia.org/property/successor>/<http://dbpedia.org/property/successor>",1.1371847612233947,1.1774074074074075
"<http://dbpedia.org/property/originalStoryline>",0.0,0.0
"<http://dbpedia.org/property/studentOfAvm>",0.0,0.0
"<http://dbpedia.org/property/febAveragePrecipitationMm>",0.0,0.0
"<http://dbpedia.org/property/depotName>",0.0,0.0
"<http://dbpedia.org/property/soundDesign>",1.121212121212121,1.121212121212121
"<http://dbpedia.org/property/sectionsAmended>",1.6979166666666667,1.1768953068592058
"<http://dbpedia.org/property/cinematogrpahy>",0.0,0.0
"<http://dbpedia.org/property/worldRank>",1.0196078431372548,1.0612244897959184
"<http://dbpedia.org/property/populationVillage>",1.0,1.4256619144602851
"<http://dbpedia.org/property/paux4Name>",0.0,0.0
"<http://dbpedia.org/property/officialFlower>",1.0,1.0
"<http://dbpedia.org/property/vicePresidentForBusinessAffairs>",1.0,1.0
"<http://dbpedia.org/resource/address>",0.0,0.0
"<http://dbpedia.org/property/postOfficeName>",1.0,1.0
"<http://dbpedia.org/property/developmentAgency>",1.0,1.0
"<http://dbpedia.org/property/stage2diff>",1.0,1.3333333333333333
"<http://dbpedia.org/property/jcrPresident>",1.0,1.0
"<http://dbpedia.org/property/it20debutdate>",1.0,1.2222222222222223
"<http://data.semanticweb.org/ns/swc/ontology#hasAcronym>",0.0,0.0
"<file:///Users/ansk/dev/thesis/prop>",0.0,0.0
"<http://dbpedia.org/property/overlay22left>",1.0,1.0
"<http://pt.dbpedia.org/ontology/abstract>",0.0,0.0
"<http://dbpedia.org/property/readingAge>",0.0,0.0
"<http://dbpedia.org/property/gdpRank>",1.1204819277108433,1.4761904761904763
"<http://dbpedia.org/property/beverage>",1.0,2.3
"<http://dbpedia.org/property/movieName>",1.0,1.0
"<http://dbpedia.org/property/starterC>",1.021978021978022,1.08984375
"<http://dbpedia.org/property/designation3Free2name>",1.0,1.0
"<http://dbpedia.org/property/constituencyNiAssembly>",1.014336917562724,10.107142857142858
"<http://dbpedia.org/property/team6ShortName>",2.0,1.0
"<http://dbpedia.org/ontology/Class>",0.0,0.0
"<http://dbpedia.org/property/ibafRank>",1.0,1.25
"<http://dbpedia.org/property/tsuN>",1.0,1.0625
"<http://dbpedia.org/page/Colombia>",0.0,0.0
"<http://dbpedia.org/property/incorporationDate>",1.0,1.0
"<http://dbpedia.org/property/presbytery>",1.0,1.4146341463414633
"<http://dbpedia.org/property/kennyacheat>",1.0,1.0
"<http://dbpedia.org/property/discharge1Average>",1.0,1.018181818181818
"<http://dbpedia.org/property/programsManager>",0.0,0.0
"<http://dbpedia.org/property/mottoInEnglish>",1.0,1.0
"<http://dbpedia.org/property/areaDistrictKm>",1.0,1.0
"<http://www.venelin.me/school.owl#Name>",0.0,0.0
"<http://dbpedia.org/property/collegeName>",1.0,1.0
"<http://dbpedia.org/property/merge>",1.0,1.0
"<http://dbpedia.org/property/gestationalAge>",1.0,1.1428571428571428
"<http://dbpedia.org/property/shipMotto>",1.0,1.0
"<http://dbpedia.org/property/decPrecipitationIn>",1.0,1.0
"<http://dbpedia.org/property/leadeesTitle>",0.0,0.0
"<http://dbpedia.org/property/dischargeMin>",1.0,2.0
"<http://dbpedia.org/property/boreStroke>",1.1720430107526882,1.4155844155844155
"<http://dbpedia.org/property/countriesOnly>",1.0,43.0
"<http://dbpedia.org/property/currentCatDate>",1.0009746588693957,3.761904761904762
"<http://dbpedia.org/property/africanChampionshipsFirst>",1.0,1.0
"<http://dbpedia.org/property/communicationsDirectorStart>",1.6666666666666667,1.0
"<http://dbpedia.org/property/prevName3Date>",1.0,1.2222222222222223
"<http://dbpedia.org/property/candidate8Percent>",1.6363636363636365,2.25
"<http://dbpedia.org/property/julRainCm>",1.0,1.0
"<http://dbpedia.org/property/guildfordn>",1.0,16.0
"<http://dbpedia.org/property/squareFootage>",1.0,1.0
"<http://dbpedia.org/property/mottotranslated>",1.0070422535211268,1.3240740740740742
"<http://dbpedia.org/property/bench1Sg>",1.0196078431372548,1.0483870967741935
"<http://dbpedia.org/property/firstShown>",1.0,1.0
"<http://dbpedia.org/property/bar15From>",1.0,1.0
"<http://dbpedia.org/property/gspotNgc>",1.0072992700729928,2.5555555555555554
"<http://dbpedia.org/property/term1End>",0.0,0.0
"<http://dbpedia.org/property/recentPreviousName>",1.0,1.0
"<http://dbpedia.org/property/dateOfFinalPerformance>",1.0,1.0
"<http://dbpedia.org/ontology/Sibling>",0.0,0.0
"<http://dbpedia.org/property/motto(s)_>",1.5,1.0
"<http://dbpedia.org/property/hostedBy>",1.0,1.0
"<http://dbpedia.org/property/deputyGovernor>",1.0,1.0
"<http://dbpedia.org/ontology/austrianLand>",0.0,0.0
"<http://dbpedia.org/property/tib>",1.0512820512820513,1.0
"<http://dbpedia.org/property/leader(s)_>",1.0,1.0
"<http://dbpedia.org/property/imageSealSize>",1.0,1.0
"<http://purl.org/dc/terms/temporal>",0.0,0.0
"<http://dbpedia.org/property/studentCouncilPresident>",1.0,1.0
"<http://dbpedia.org/property/areaLandSqAcre>",1.0,1.0
"<http://dbpedia.org/property/associate3End>",1.0,1.5
"<http://dbpedia.org/property/ngcname>",1.0,1.0
"<http://dbpedia.org/property/majorPoliticalParty>",0.0,0.0
"<http://dbpedia.org/property/demography1Info>",1.0,1.0
"<http://dbpedia.org/resource/classes#country>",0.0,0.0
"<http://dbpedia.org/property/mcap>",1.0465116279069768,1.0112359550561798
"<http://dbpedia.org/property/originalFunction>",5.5,1.0
"<http://dbpedia.org/property/backCoach>",1.0,1.0
"<http://dbpedia.org/property/itfName>",1.0,1.0
"<http://learningsparql.com/ns/addressbook#lastName>",0.0,0.0
"<http://dbpedia.org/property/artDirecting>",1.0,1.0
"<http://dbpedia.org/property/reReleaseDate>",1.0,1.0
"<http://dbpedia.org/property/imperialName>",1.0,1.0
"<http://dbpedia.org/ontology/Lyon>",0.0,0.0
"<http://dbpedia.org/property/higher>",1.3847133757961783,1.5374823196605374
"<http://dbpedia.org/property/previousFastestAverageSpeed>",1.0,1.0
"<http://dbpedia.org/property/missionPresident>",1.0,1.0
"<http://dbpedia.org/property/3rdWife>",1.0,1.0
"<http://dbpedia.org/ontology/isLocationOf>",0.0,0.0
"<http://dbpedia.org/property/capacityAlt>",1.0,1.0
"<http://dbpedia.org/property/otherArmament>",1.0,1.0
"<http://dbpedia.org/property/productionDesigner>",1.03125,1.0
"<http://dbpedia.org/property/elPresidente>",1.0,1.0
"<http://dbpedia.org/property/njTusa>",0.0,0.0
"<http://dbpedia.org/property/p4aDestname>",0.0,0.0
"<http://dbpedia.org/property/stages>",1.0015584415584415,35.054545454545455
"<http://dbpedia.org/property/vicePresident(academic)>",0.0,0.0
"<http://dbpedia.org/property/lowestLatS>",1.0,1.9411764705882353
"<http://dbpedia.org/property/relativeAge>",1.0,1.0
"<http://dbpedia.org/property/originalLens>",1.0,1.0
"<http://dbpedia.org/ontology/locationCity>/<http://www.w3.org/2000/01/rdf-schema#label>",14.181,5.7282
